10-Feb-15,50.02,52.43,52.65,49.86,501.70K,-5.37%
9-Feb-15,52.86,52.01,53.99,51.65,536.36K,2.26%
6-Feb-15,51.69,50.86,53.16,50.72,584.98K,2.40%
5-Feb-15,50.48,48.67,52.1,47.36,596.85K,4.19%
4-Feb-15,48.45,51.67,52.56,47.95,577.52K,-8.67%
3-Feb-15,53.05,49.79,54.24,49.69,644.92K,7.02%
2-Feb-15,49.57,47.59,50.56,46.67,511.41K,2.76%
30-Jan-15,48.24,44.63,48.35,44.31,454.14K,8.33%
29-Jan-15,44.53,44.43,44.96,43.58,300.73K,0.18%
28-Jan-15,44.45,45.83,45.83,44.08,365.44K,-3.85%
27-Jan-15,46.23,45.13,46.55,44.81,313.14K,2.39%
26-Jan-15,45.15,45.2,46.41,44.35,310.64K,-0.97%
23-Jan-15,45.59,46.63,47.76,45.21,374.29K,-1.55%
22-Jan-15,46.31,47.35,49.09,45.87,426.83K,-3.08%
21-Jan-15,47.78,46.69,48.2,46.55,340.25K,3.00%
20-Jan-15,46.39,48.69,48.77,45.89,49.74K,-2.91%
19-Jan-15,47.78,48.84,49.19,47.64,-,-2.18%
18-Jan-15,48.85,48.95,49.06,48.78,-,0.32%
16-Jan-15,48.69,46.35,48.87,45.95,175.63K,5.28%
15-Jan-15,46.25,48.6,51.27,46.07,478.34K,-4.60%
14-Jan-15,48.48,46.16,48.91,45.01,510.25K,5.64%
13-Jan-15,45.89,45.69,46.79,44.2,476.54K,-0.39%
12-Jan-15,46.07,48.19,48.19,45.62,394.95K,-4.74%
9-Jan-15,48.36,48.92,49.61,47.16,421.01K,-0.88%
8-Jan-15,48.79,48.78,49.65,47.73,362.08K,0.29%
7-Jan-15,48.65,48,49.31,46.83,460.08K,1.50%
6-Jan-15,47.93,50,50.37,47.55,451.64K,-4.22%
5-Jan-15,50.04,52.61,52.73,49.68,375.78K,-5.03%
2-Jan-15,52.69,53.76,55.11,52.03,268.71K,-3.44%
1-Jan-15,54.56,53.73,54.85,53.72,-,2.43%
31-Dec-14,53.27,53.87,54.02,52.44,233.52K,-1.57%
30-Dec-14,54.12,53.72,54.32,52.7,218.56K,0.95%
29-Dec-14,53.61,55.05,55.74,52.9,241.38K,-2.05%
26-Dec-14,54.73,55.86,56.59,54.51,127.20K,-2.13%
25-Dec-14,55.92,55.87,56.05,55.73,-,0.14%
24-Dec-14,55.84,56.8,57.15,55.07,174.97K,-2.24%
23-Dec-14,57.12,55.39,57.56,55.06,274.00K,3.37%
22-Dec-14,55.26,57.75,58.53,55.13,277.32K,-2.23%
19-Dec-14,56.52,55.5,56.91,54.2,26.47K,4.45%
18-Dec-14,54.11,55.83,58.73,54.05,106.32K,-4.18%
17-Dec-14,56.47,55.5,58.98,54.21,351.98K,0.97%
16-Dec-14,55.93,55.4,57.15,53.6,518.78K,0.04%
15-Dec-14,55.91,57.07,58.73,55.02,424.95K,-3.29%
12-Dec-14,57.81,59.17,59.57,57.34,414.22K,-3.57%
11-Dec-14,59.95,61.12,61.68,58.96,392.49K,-1.62%
10-Dec-14,60.94,63.33,63.43,60.43,456.17K,-4.51%
9-Dec-14,63.82,63.01,64.2,62.25,322.80K,1.22%
8-Dec-14,63.05,65.46,65.55,62.78,330.08K,-4.24%
5-Dec-14,65.84,66.8,66.89,65.17,276.53K,-1.45%
4-Dec-14,66.81,67.4,68.22,66.09,237.01K,-0.85%
3-Dec-14,67.38,67.6,68.23,66.8,293.48K,0.75%
2-Dec-14,66.88,69.24,69.32,66.67,360.30K,-3.07%
1-Dec-14,69,66,69.54,63.72,504.12K,4.31%
28-Nov-14,66.15,73.5,73.56,65.69,552.88K,-3.50%
27-Nov-14,68.55,73.54,73.55,67.77,-,-6.98%
26-Nov-14,73.69,73.87,74.48,73.3,258.38K,-0.54%
25-Nov-14,74.09,75.51,76.58,73.71,294.45K,-2.23%
24-Nov-14,75.78,76.62,77.02,75.45,194.75K,-0.95%
21-Nov-14,76.51,76.29,77.83,75.62,275.32K,1.23%
20-Nov-14,75.58,74.25,75.76,74.17,28.25K,1.34%
19-Nov-14,74.58,74.23,75.4,73.88,116.28K,-0.04%
18-Nov-14,74.61,75.49,76.44,74.12,186.21K,-1.36%
17-Nov-14,75.64,75.93,76.18,74.71,279.46K,-0.24%
14-Nov-14,75.82,74.36,76.3,73.25,355.25K,2.17%
13-Nov-14,74.21,76.95,77.16,74.07,447.01K,-3.85%
12-Nov-14,77.18,77.5,78.08,76.63,359.95K,-0.98%
11-Nov-14,77.94,77.18,78.04,76.42,314.31K,0.70%
10-Nov-14,77.4,78.5,79.85,77.13,319.49K,-1.59%
7-Nov-14,78.65,77.86,79.41,77.47,306.08K,0.95%
6-Nov-14,77.91,78.87,78.98,77.12,292.90K,-0.98%
5-Nov-14,78.68,77.36,79.35,76.46,447.69K,1.93%
4-Nov-14,77.19,78.22,78.41,75.84,432.76K,-2.02%
3-Nov-14,78.78,80.59,80.98,78.08,386.05K,-2.19%
31-Oct-14,80.54,81.04,81.27,79.55,294.18K,-0.71%
30-Oct-14,81.12,81.93,82.09,80.72,270.07K,-1.31%
29-Oct-14,82.2,81.55,82.88,81.44,283.76K,0.96%
28-Oct-14,81.42,80.64,81.66,80.36,226.07K,0.52%
27-Oct-14,81,81.27,81.29,79.44,285.33K,-0.01%
24-Oct-14,81.01,81.95,81.95,80.36,272.51K,-1.32%
23-Oct-14,82.09,80.42,82.37,80.05,354.84K,1.95%
22-Oct-14,80.52,82.55,83.15,80.22,352.22K,-2.77%
21-Oct-14,82.81,82.76,84.05,82.29,23.44K,0.12%
20-Oct-14,82.71,83.13,83.48,81.55,83.70K,-0.05%
17-Oct-14,82.75,83.18,84.45,82.44,174.14K,0.06%
16-Oct-14,82.7,81.06,84.83,79.78,424.52K,1.12%
15-Oct-14,81.78,82.32,82.45,80.01,487.72K,-0.07%
14-Oct-14,81.84,84.98,85.6,81.32,475.83K,-4.55%
13-Oct-14,85.74,85.2,85.87,84.07,292.35K,-0.09%
10-Oct-14,85.82,84.39,86.29,83.59,396.53K,0.06%
9-Oct-14,85.77,87.73,87.95,84.06,345.02K,-1.76%
8-Oct-14,87.31,88.43,88.63,86.83,373.75K,-1.73%
7-Oct-14,88.85,90.45,90.57,88.38,300.11K,-1.65%
6-Oct-14,90.34,89.77,90.74,88.76,276.61K,0.67%
3-Oct-14,89.74,91.38,91.79,89.36,342.80K,-1.40%
2-Oct-14,91.01,90.74,91.54,88.18,449.55K,0.31%
1-Oct-14,90.73,91.36,92.96,90.47,389.25K,-0.47%
30-Sep-14,91.16,94.34,94.9,90.86,429.25K,-3.61%
29-Sep-14,94.57,93.35,94.64,92.74,261.25K,1.10%
26-Sep-14,93.54,92.47,93.86,92.23,258.89K,1.09%
25-Sep-14,92.53,92.89,93.54,92.05,248.85K,-0.29%
24-Sep-14,92.8,91.72,93.29,91.12,282.63K,1.35%
23-Sep-14,91.56,90.7,92.09,90.58,247.77K,0.04%
22-Sep-14,91.52,92.22,92.64,91.2,23.94K,-0.96%
19-Sep-14,92.41,92.97,93.22,91.85,92.78K,-0.71%
18-Sep-14,93.07,93.97,94.82,92.85,170.77K,-1.43%
17-Sep-14,94.42,94.71,95.06,93.74,305.83K,-0.48%
16-Sep-14,94.88,92.81,95.19,92.46,294.72K,2.11%
15-Sep-14,92.92,92.13,93.03,90.63,260.51K,0.70%
12-Sep-14,92.27,93.05,93.67,91.96,297.77K,-0.60%
11-Sep-14,92.83,91.71,93.44,90.43,403.18K,1.27%
10-Sep-14,91.67,92.79,93.03,91.22,295.31K,-1.16%
9-Sep-14,92.75,93.11,93.94,92.52,275.88K,0.10%
8-Sep-14,92.66,93.49,93.62,91.8,277.99K,-0.68%
5-Sep-14,93.29,94.57,94.99,92.86,261.39K,-1.23%
4-Sep-14,94.45,95.07,95.39,94.16,254.14K,-1.14%
3-Sep-14,95.54,93.28,95.83,93.06,294.40K,2.86%
2-Sep-14,92.88,95.81,95.91,92.68,320.36K,-3.08%
1-Sep-14,95.83,95.76,95.9,95.51,-,-0.14%
29-Aug-14,95.96,94.56,96,94.48,234.97K,1.49%
28-Aug-14,94.55,93.75,94.71,93.45,262.29K,0.71%
27-Aug-14,93.88,93.88,94.24,93.36,174.91K,0.02%
26-Aug-14,93.86,93.36,94.35,93.35,176.28K,0.55%
25-Aug-14,93.35,93.34,93.95,93.05,137.42K,-0.32%
22-Aug-14,93.65,93.89,94.04,92.92,191.46K,-0.33%
21-Aug-14,93.96,93.49,94.45,92.5,226.34K,-2.20%
20-Aug-14,96.07,94.7,96.47,94.7,22.89K,1.68%
19-Aug-14,94.48,96.56,97.05,94.26,109.04K,-2.00%
18-Aug-14,96.41,97.1,97.16,95.81,157.54K,-0.97%
15-Aug-14,97.35,95.5,97.41,95.32,269.75K,1.85%
14-Aug-14,95.58,97.3,97.59,95.26,350.62K,-2.06%
13-Aug-14,97.59,97.2,97.78,96.75,253.70K,0.23%
12-Aug-14,97.37,97.84,97.94,96.81,242.59K,-0.72%
11-Aug-14,98.08,97.54,98.58,97.37,241.49K,0.44%
8-Aug-14,97.65,97.64,98.45,97.15,266.01K,0.32%
7-Aug-14,97.34,96.89,97.72,96.55,286.53K,0.43%
6-Aug-14,96.92,97.62,98.13,96.69,263.60K,-0.47%
5-Aug-14,97.38,98.41,98.67,97,242.24K,-0.93%
4-Aug-14,98.29,97.67,98.67,97.43,204.26K,0.42%
1-Aug-14,97.88,97.7,98.1,97.09,274.99K,-0.30%
31-Jul-14,98.17,99.47,99.85,97.6,335.79K,-2.09%
30-Jul-14,100.27,101.03,101.67,99.42,263.97K,-0.69%
29-Jul-14,100.97,101.6,101.83,100.37,258.06K,-0.69%
28-Jul-14,101.67,101.87,102.1,100.9,197.82K,-0.41%
25-Jul-14,102.09,102.04,102.53,101,284.92K,0.02%
24-Jul-14,102.07,103.2,103.31,101.88,194.40K,-1.02%
23-Jul-14,103.12,101.96,103.34,101.79,260.65K,-1.24%
22-Jul-14,104.42,104.58,105.25,103.89,43.19K,-0.16%
21-Jul-14,104.59,102.97,104.99,102.65,126.99K,1.42%
18-Jul-14,103.13,103.72,103.94,102.58,172.53K,-0.06%
17-Jul-14,103.19,101.49,103.9,101.27,342.87K,1.97%
16-Jul-14,101.2,100.21,101.6,100.07,240.20K,1.24%
15-Jul-14,99.96,100.93,101.06,99.01,331.20K,-0.94%
14-Jul-14,100.91,100.46,101.2,100.22,252.68K,0.08%
11-Jul-14,100.83,102.86,102.92,100.44,272.55K,-2.04%
10-Jul-14,102.93,101.95,103,101.55,238.08K,0.63%
9-Jul-14,102.29,103.45,103.6,101.85,250.99K,-1.07%
8-Jul-14,103.4,103.39,104.2,103.01,249.38K,-0.13%
7-Jul-14,103.53,104.06,104.09,103.19,189.25K,-0.22%
4-Jul-14,103.76,104.11,104.13,103.64,-,-0.29%
3-Jul-14,104.06,104.27,104.29,103.67,169.94K,-0.40%
2-Jul-14,104.48,105.21,105.53,104.1,240.07K,-0.82%
1-Jul-14,105.34,105.44,106.09,104.6,221.69K,-0.03%
30-Jun-14,105.37,105.69,105.76,104.66,215.33K,-0.35%
27-Jun-14,105.74,105.64,106.19,105.33,128.98K,-0.09%
26-Jun-14,105.84,106.71,106.81,105.03,195.72K,-0.62%
25-Jun-14,106.5,106.14,107.5,105.47,249.06K,0.44%
24-Jun-14,106.03,106.02,106.46,105.25,175.21K,-0.13%
23-Jun-14,106.17,107.42,107.45,105.91,175.47K,-1.02%
20-Jun-14,107.26,106.6,107.73,106.33,31.67K,0.78%
19-Jun-14,106.43,106.11,106.7,105.32,123.12K,0.43%
18-Jun-14,105.97,106.6,106.97,105.8,176.26K,-0.37%
17-Jun-14,106.36,106.59,107.18,106.01,252.97K,-0.51%
16-Jun-14,106.9,106.88,107.54,106.57,204.79K,-0.01%
13-Jun-14,106.91,106.84,107.68,106.37,255.39K,0.36%
12-Jun-14,106.53,104.47,106.95,104.35,321.50K,2.04%
11-Jun-14,104.4,104.3,104.81,104.17,187.73K,0.05%
10-Jun-14,104.35,104.46,105.06,103.98,255.60K,-0.06%
9-Jun-14,104.41,102.78,104.57,102.62,246.72K,1.70%
6-Jun-14,102.66,102.44,103.07,102.3,197.76K,0.18%
5-Jun-14,102.48,102.37,102.69,101.6,200.40K,-0.16%
4-Jun-14,102.64,102.79,103.69,102.34,208.54K,-0.02%
3-Jun-14,102.66,102.44,102.86,102.23,160.21K,0.19%
2-Jun-14,102.47,102.92,103.35,102.1,159.04K,-0.23%
30-May-14,102.71,103.51,103.56,102.4,169.73K,-0.84%
29-May-14,103.58,103.06,103.94,102.61,205.51K,0.84%
28-May-14,102.72,104.14,104.39,102.64,239.13K,-1.34%
27-May-14,104.11,104.34,104.5,103.57,174.39K,-0.16%
26-May-14,104.28,104.2,104.38,103.93,-,-0.07%
23-May-14,104.35,103.71,104.5,103.64,160.56K,0.59%
22-May-14,103.74,103.85,104.22,103.55,159.18K,-0.32%
21-May-14,104.07,102.96,104.29,102.78,272.13K,1.59%
20-May-14,102.44,102.6,102.86,102.1,48.32K,-0.17%
19-May-14,102.61,102.13,103.09,101.97,121.11K,0.58%
16-May-14,102.02,101.56,102.23,101.39,147.90K,0.51%
15-May-14,101.5,102.03,102.26,101.27,276.06K,-0.85%
14-May-14,102.37,101.91,102.65,101.83,234.48K,0.66%
13-May-14,101.7,100.63,102.05,100.36,253.59K,1.10%
12-May-14,100.59,100.12,100.93,99.93,211.65K,0.60%
9-May-14,99.99,100.27,101.18,99.71,271.34K,-0.27%
8-May-14,100.26,100.82,100.93,99.87,252.61K,-0.51%
7-May-14,100.77,99.83,100.99,99.78,291.27K,1.28%
6-May-14,99.5,99.38,100.42,99.32,251.21K,0.02%
5-May-14,99.48,99.96,100.44,98.91,190.00K,-0.28%
2-May-14,99.76,99.17,100.14,99.17,213.63K,0.34%
1-May-14,99.42,99.72,99.89,98.74,235.46K,-0.32%
30-Apr-14,99.74,100.76,100.76,99.35,282.98K,-1.52%
29-Apr-14,101.28,100.89,102.2,100.71,218.69K,0.44%
28-Apr-14,100.84,100.49,101.52,100.33,231.59K,0.24%
25-Apr-14,100.6,101.93,102.05,100.48,221.60K,-1.31%
24-Apr-14,101.94,101.54,102.35,101.4,202.28K,0.49%
23-Apr-14,101.44,101.86,102.08,101.2,250.65K,-0.68%
22-Apr-14,102.13,104.36,104.36,101.69,46.49K,-2.15%
21-Apr-14,104.37,104.54,104.77,103.85,115.10K,0.07%
17-Apr-14,104.3,103.84,104.78,103.54,191.34K,0.52%
16-Apr-14,103.76,103.76,104.99,103.12,279.39K,0.01%
15-Apr-14,103.75,103.6,104.05,102.91,215.85K,-0.29%
14-Apr-14,104.05,103.56,104.55,103.34,237.21K,0.30%
11-Apr-14,103.74,103.34,104.44,103.01,261.92K,0.33%
10-Apr-14,103.4,103.44,103.81,103.1,222.17K,-0.19%
9-Apr-14,103.6,102.35,103.77,102.03,324.66K,1.01%
8-Apr-14,102.56,100.69,102.71,100.68,299.55K,2.11%
7-Apr-14,100.44,100.91,101.32,99.92,254.88K,-0.69%
4-Apr-14,101.14,100.38,101.63,100.28,193.53K,0.85%
3-Apr-14,100.29,99.29,100.49,99.07,195.43K,0.67%
2-Apr-14,99.62,99.64,99.83,98.86,231.60K,-0.12%
1-Apr-14,99.74,101.53,101.57,99.28,237.56K,-1.81%
31-Mar-14,101.58,101.69,101.97,100.88,167.57K,-0.09%
28-Mar-14,101.67,101.34,102.24,101.18,166.33K,0.39%
27-Mar-14,101.28,100.3,101.7,100.03,202.20K,1.02%
26-Mar-14,100.26,99.18,100.46,99.1,211.37K,1.08%
25-Mar-14,99.19,99.43,100.25,98.8,217.01K,-0.41%
24-Mar-14,99.6,99.49,100.29,99.05,151.71K,0.14%
21-Mar-14,99.46,98.59,100.25,98.25,191.29K,0.03%
20-Mar-14,99.43,100.39,100.82,99.08,33.88K,-0.94%
19-Mar-14,100.37,99.53,100.47,99.34,110.32K,0.67%
18-Mar-14,99.7,97.97,99.78,97.75,192.51K,1.65%
17-Mar-14,98.08,99.39,99.39,97.37,227.39K,-0.82%
14-Mar-14,98.89,98.25,99.28,98.06,226.30K,0.70%
13-Mar-14,98.2,98.1,98.6,97.67,268.07K,0.21%
12-Mar-14,97.99,99.48,99.6,97.55,416.93K,-2.04%
11-Mar-14,100.03,100.94,101.52,99.32,294.20K,-1.08%
10-Mar-14,101.12,102.75,102.82,100.85,225.29K,-1.42%
7-Mar-14,102.58,101.97,102.91,101.57,226.15K,1.00%
6-Mar-14,101.56,101.04,102.08,100.13,291.85K,0.11%
5-Mar-14,101.45,103.35,103.53,100.85,267.84K,-1.82%
4-Mar-14,103.33,104.89,104.96,102.85,210.01K,-1.52%
3-Mar-14,104.92,103,105.22,102.95,295.82K,2.27%
28-Feb-14,102.59,102.15,102.96,101.8,178.28K,0.19%
27-Feb-14,102.4,102.57,103.08,101.75,196.49K,-0.19%
26-Feb-14,102.59,102.04,102.9,101.58,196.52K,0.75%
25-Feb-14,101.83,102.8,102.84,101.02,187.22K,-0.96%
24-Feb-14,102.82,102.29,103.45,101.97,177.86K,0.61%
21-Feb-14,102.2,102.87,102.92,101.69,173.26K,-0.70%
20-Feb-14,102.92,103.41,103.5,102.75,36.26K,-0.38%
19-Feb-14,103.31,103.14,103.8,102.4,116.16K,0.86%
18-Feb-14,102.43,100.32,103.25,100.23,177.37K,1.83%
17-Feb-14,100.58,100.59,100.83,100.23,-,0.28%
14-Feb-14,100.3,100.34,100.47,99.43,229.78K,-0.05%
13-Feb-14,100.35,100.27,100.66,99.4,221.72K,-0.02%
12-Feb-14,100.37,100.46,101.38,100.04,318.69K,0.43%
11-Feb-14,99.94,99.97,100.6,99.6,233.93K,-0.12%
10-Feb-14,100.06,100.05,100.55,99.11,251.13K,0.18%
7-Feb-14,99.88,97.97,100.24,97.11,270.41K,2.09%
6-Feb-14,97.84,97.25,98.83,97.25,234.28K,0.47%
5-Feb-14,97.38,97.67,98.26,96.8,237.67K,0.20%
4-Feb-14,97.19,96.53,97.82,96.37,204.28K,0.79%
3-Feb-14,96.43,97.4,97.94,96.26,293.31K,-1.09%
31-Jan-14,97.49,97.97,98.39,97.1,253.46K,-0.75%
30-Jan-14,98.23,97.42,98.59,97.33,199.42K,0.89%
29-Jan-14,97.36,97.17,97.75,96.32,200.49K,-0.05%
28-Jan-14,97.41,95.66,97.66,95.63,206.49K,1.77%
27-Jan-14,95.72,96.9,97.18,95.21,235.11K,-0.95%
24-Jan-14,96.64,97.37,97.8,96.25,239.67K,-0.70%
23-Jan-14,97.32,96.69,97.84,96.41,274.08K,0.61%
22-Jan-14,96.73,95.2,96.89,95.12,252.35K,1.83%
21-Jan-14,94.99,94,95.23,93.43,35.63K,1.12%
20-Jan-14,93.93,94.31,94.31,93.66,-,-0.46%
17-Jan-14,94.37,94.17,94.94,93.94,119.89K,0.44%
16-Jan-14,93.96,94.29,94.64,93.6,165.14K,-0.22%
15-Jan-14,94.17,92.65,94.64,92.43,263.30K,1.71%
14-Jan-14,92.59,91.51,92.88,91.5,243.47K,0.86%
13-Jan-14,91.8,92.83,92.88,91.43,212.21K,-0.99%
10-Jan-14,92.72,92.3,93.38,91.99,255.99K,1.16%
9-Jan-14,91.66,92.58,92.93,91.24,255.78K,-0.73%
8-Jan-14,92.33,93.96,94.18,92.26,244.86K,-1.43%
7-Jan-14,93.67,93.6,94.22,93.35,177.18K,0.26%
6-Jan-14,93.43,94.18,94.59,93.2,189.38K,-0.56%
3-Jan-14,93.96,95.47,95.74,93.86,215.52K,-1.55%
2-Jan-14,95.44,98.5,98.97,95.34,251.25K,-3.30%
1-Jan-14,98.7,98.61,98.76,98.54,-,0.28%
31-Dec-13,98.42,99.25,99.39,98.15,113.91K,-0.88%
30-Dec-13,99.29,100.15,100.42,99.13,118.36K,-1.03%
27-Dec-13,100.32,99.63,100.75,99.37,127.20K,0.77%
26-Dec-13,99.55,99.2,99.7,99.05,65.67K,0.33%
24-Dec-13,99.22,98.62,99.3,98.53,51.88K,0.31%
23-Dec-13,98.91,99.2,99.31,98.64,107.27K,-0.41%
20-Dec-13,99.32,98.7,99.4,98.54,151.28K,0.56%
19-Dec-13,98.77,97.69,99.17,97.5,23.58K,0.99%
18-Dec-13,97.8,97.3,98.01,97.02,84.63K,0.60%
17-Dec-13,97.22,97.3,97.9,97,120.13K,-0.27%
16-Dec-13,97.48,96.55,97.69,96.21,187.59K,0.91%
13-Dec-13,96.6,97.58,97.62,96.26,233.16K,-0.92%
12-Dec-13,97.5,97.55,98.18,97.31,205.75K,0.06%
11-Dec-13,97.44,98.65,98.75,97.2,274.19K,-1.09%
10-Dec-13,98.51,97.25,98.74,97.24,264.84K,1.20%
9-Dec-13,97.34,97.66,97.97,97.1,210.09K,-0.32%
6-Dec-13,97.65,97.38,98.07,97.08,223.94K,0.28%
5-Dec-13,97.38,97.33,97.99,97.01,216.39K,0.19%
4-Dec-13,97.2,96.9,97.58,96.3,325.86K,1.21%
3-Dec-13,96.04,93.86,96.96,93.67,319.27K,2.37%
2-Dec-13,93.82,92.71,94.08,92.56,234.80K,1.19%
29-Nov-13,92.72,92.33,93.9,92.06,143.21K,0.48%
28-Nov-13,92.28,92.19,92.36,92.08,-,-0.03%
27-Nov-13,92.3,93.5,93.6,91.77,230.88K,-1.47%
26-Nov-13,93.68,94.21,94.69,93.43,160.18K,-0.44%
25-Nov-13,94.09,94.15,94.5,93.08,270.86K,-0.79%
22-Nov-13,94.84,95.29,95.57,94.05,257.84K,-0.63%
21-Nov-13,95.44,93.73,95.63,93.47,222.14K,2.26%
20-Nov-13,93.33,93.33,93.93,92.73,27.44K,-0.01%
19-Nov-13,93.34,93,93.46,92.43,131.46K,0.33%
18-Nov-13,93.03,93.78,94.3,92.72,169.44K,-0.86%
15-Nov-13,93.84,93.89,94.55,93.58,204.37K,0.09%
14-Nov-13,93.76,93.5,94.43,92.51,315.07K,-0.13%
13-Nov-13,93.88,93.07,94.54,92.93,305.01K,0.90%
12-Nov-13,93.04,95,95.22,92.86,353.69K,-2.21%
11-Nov-13,95.14,94.45,95.38,94.11,206.72K,0.57%
8-Nov-13,94.6,94.36,94.92,93.9,241.69K,0.42%
7-Nov-13,94.2,94.91,95.31,93.8,260.60K,-0.63%
6-Nov-13,94.8,93.74,95.4,93.65,282.72K,1.53%
5-Nov-13,93.37,94.47,94.9,93.07,226.45K,-1.32%
4-Nov-13,94.62,94.52,95.11,94.06,219.11K,0.01%
1-Nov-13,94.61,96.32,96.65,94.36,282.14K,-1.84%
31-Oct-13,96.38,96.62,97.03,96.03,255.40K,-0.40%
30-Oct-13,96.77,97.77,97.82,96.55,268.14K,-1.46%
29-Oct-13,98.2,98.54,98.57,97.69,183.24K,-0.49%
28-Oct-13,98.68,97.88,98.82,97.37,230.16K,0.85%
25-Oct-13,97.85,97.19,98.06,96.99,192.63K,0.76%
24-Oct-13,97.11,97.1,97.69,95.95,248.74K,0.26%
23-Oct-13,96.86,98.12,98.29,96.16,356.19K,-0.96%
22-Oct-13,97.8,99.06,99.77,97.5,30.73K,-1.43%
21-Oct-13,99.22,100.63,100.95,98.98,90.82K,-1.58%
18-Oct-13,100.81,100.72,101.71,100.51,116.68K,0.14%
17-Oct-13,100.67,102.13,102.32,100.03,266.63K,-1.58%
16-Oct-13,102.29,100.88,102.97,100.75,235.24K,1.07%
15-Oct-13,101.21,102.19,102.46,100.87,240.22K,-1.17%
14-Oct-13,102.41,101.37,102.62,101.06,170.67K,0.38%
11-Oct-13,102.02,102.94,102.95,100.6,298.22K,-0.96%
10-Oct-13,103.01,101.46,103.57,101.16,296.86K,1.38%
9-Oct-13,101.61,103.49,103.75,101.18,283.13K,-1.82%
8-Oct-13,103.49,103.16,104.08,102.85,194.20K,0.45%
7-Oct-13,103.03,103.45,103.74,101.86,269.03K,-0.78%
4-Oct-13,103.84,102.92,104.19,102.9,165.20K,0.51%
3-Oct-13,103.31,103.82,104.38,102.87,226.23K,-0.76%
2-Oct-13,104.1,101.62,104.23,101.43,300.53K,2.02%
1-Oct-13,102.04,102.31,102.58,101.06,223.03K,-0.28%
30-Sep-13,102.33,102.46,102.76,101.05,226.71K,-0.52%
27-Sep-13,102.87,102.91,103.77,102.36,232.30K,-0.16%
26-Sep-13,103.03,102.3,103.29,102.2,183.78K,0.36%
25-Sep-13,102.66,103.41,103.96,102.2,236.20K,-0.46%
24-Sep-13,103.13,103.44,103.64,102.3,259.54K,-0.44%
23-Sep-13,103.59,104.89,105.12,103.12,223.39K,-1.04%
20-Sep-13,104.68,106.37,106.46,104.32,39.27K,-1.61%
19-Sep-13,106.39,108.22,108.99,106.08,139.84K,-1.55%
18-Sep-13,108.07,105.53,108.49,105.32,199.89K,2.51%
17-Sep-13,105.42,106.22,106.43,104.94,304.85K,-1.10%
16-Sep-13,106.59,107.5,108,106.06,282.89K,-1.50%
13-Sep-13,108.21,108.64,108.74,107.23,207.04K,-0.36%
12-Sep-13,108.6,107.77,109.16,107.3,249.78K,0.97%
11-Sep-13,107.56,107.36,108.09,106.53,238.24K,0.16%
10-Sep-13,107.39,108.92,108.95,106.39,325.31K,-1.94%
9-Sep-13,109.52,110.28,110.46,108.76,266.92K,-0.91%
6-Sep-13,110.53,108.52,110.7,108.12,269.87K,1.99%
5-Sep-13,108.37,107.59,108.54,107.13,184.89K,1.06%
4-Sep-13,107.23,108.44,108.61,106.77,224.38K,-1.21%
3-Sep-13,108.54,107.07,108.83,104.21,288.02K,1.68%
2-Sep-13,106.75,105.91,107.29,105.86,-,-0.84%
30-Aug-13,107.65,108.17,108.75,106.75,239.63K,-1.06%
29-Aug-13,108.8,109.53,110.07,107.72,250.04K,-1.18%
28-Aug-13,110.1,109.22,112.24,109.11,336.17K,1.00%
27-Aug-13,109.01,106.14,109.32,105.88,295.93K,2.92%
26-Aug-13,105.92,106.91,107.37,105.56,166.00K,-0.47%
23-Aug-13,106.42,105.22,106.94,104.3,259.55K,1.32%
22-Aug-13,105.03,103.86,105.25,103.53,204.69K,1.14%
21-Aug-13,103.85,105.18,105.35,103.5,259.24K,-1.07%
20-Aug-13,104.97,106.93,107.1,104.5,39.88K,-1.99%
19-Aug-13,107.1,107.78,107.8,106.56,102.78K,-0.34%
16-Aug-13,107.46,107.18,108.17,106.56,179.86K,0.12%
15-Aug-13,107.33,106.98,107.87,106.6,251.87K,0.45%
14-Aug-13,106.85,106.54,107.06,105.6,270.92K,0.02%
13-Aug-13,106.83,106.15,107.2,105.56,276.77K,0.68%
12-Aug-13,106.11,105.84,106.46,105.03,257.14K,0.13%
9-Aug-13,105.97,103.87,106.24,103.62,303.80K,2.49%
8-Aug-13,103.4,104.18,104.96,102.22,320.07K,-0.93%
7-Aug-13,104.37,105.68,105.77,104.1,294.24K,-0.88%
6-Aug-13,105.3,106.48,107.27,104.86,273.00K,-1.18%
5-Aug-13,106.56,106.84,107.69,105.7,204.86K,-0.36%
2-Aug-13,106.94,107.8,108.82,106.45,249.31K,-0.88%
1-Aug-13,107.89,105.26,108.06,105.1,267.59K,2.72%
31-Jul-13,105.03,103.15,105.43,102.93,299.13K,1.89%
30-Jul-13,103.08,104.52,104.54,102.67,235.61K,-1.41%
29-Jul-13,104.55,104.61,105.37,103.87,206.33K,-0.14%
26-Jul-13,104.7,105.56,105.63,103.9,208.86K,-0.75%
25-Jul-13,105.49,105.37,105.87,104.08,270.58K,0.09%
24-Jul-13,105.39,107.36,107.52,104.79,278.26K,-1.72%
23-Jul-13,107.23,107,107.55,105.46,241.64K,0.30%
22-Jul-13,106.91,108.34,108.79,106.43,29.38K,-1.06%
19-Jul-13,108.05,108.12,109.32,107.48,112.37K,0.01%
18-Jul-13,108.04,106.56,108.43,106.15,155.96K,1.47%
